@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of rules: 5\n','Number of rules: 8\n','Number of rules: 6\n','Number of rules: 11\n','Number of rules: 7\n','Number of rules: 10\n','Number of rules: 12\n','Number of rules: 9\n','Number of rules: 4\n','Number of rules: 13\n','Number of rules: 34\n','Number of rules: 37\n','Number of rules: 43\n','Number of rules: 41\n','Number of rules: 40\n','Number of rules: 39\n','Number of rules: 33\n','Number of rules: 36\n','Number of rules: 44\n','Number of rules: 32\n','Number of rules: 38\n','Number of rules: 35\n','Number of rules: 30\n','Number of rules: 46\n','Number of rules: 42\n','Number of rules: 53\n','Number of rules: 29\n','Number of rules: 45\n','Number of rules: 27\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 81\nSize of the tree: 121\n','Number of leaves: 85\nSize of the tree: 127\n','Number of leaves: 83\nSize of the tree: 124\n','Number of leaves: 69\nSize of the tree: 103\n','Number of leaves: 97\nSize of the tree: 145\n','Number of leaves: 67\nSize of the tree: 100\n','Number of leaves: 71\nSize of the tree: 106\n','Number of leaves: 87\nSize of the tree: 130\n','Number of leaves: 65\nSize of the tree: 97\n','Number of leaves: 93\nSize of the tree: 139\n','Number of leaves: 75\nSize of the tree: 112\n','Number of leaves: 79\nSize of the tree: 118\n','Number of leaves: 77\nSize of the tree: 115\n','Number of leaves: 73\nSize of the tree: 109\n','Number of leaves: 95\nSize of the tree: 142\n','Number of leaves: 61\nSize of the tree: 91\n','Number of leaves: 91\nSize of the tree: 136\n','Number of leaves: 89\nSize of the tree: 133\n','Number of leaves: 63\nSize of the tree: 94\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureOutOfBagError numeric

@data

tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,2,10,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,76,10,0,88.372093,11.627907,0,0.732753,0.122544,0.310336,26.691769,64.628241,81.117141,2175.563013,-2094.445872,0.943223,25.297244,-24.354022,59.021901,0.686301,72.761318,0.709677,22,0.018182,1,0.981818,54,0.290323,9,0.956522,0.709677,0.814815,0.750097,0.939883,0.912611,0.883721,0.192225,0.807775,0.116279,0.892965,0.883721,0.879049,0.750097,0.939883,0.934269,0.865035,0.883721,0.01,0,0.01,0,10,0,77016,87242,12032,96.511628,61.627907,'Number of rules: 38\n',38,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,775,87,82,5,0,94.252874,5.747126,0,0.877361,0.072496,0.235239,15.82795,49.118894,81.745698,4300.456552,-4218.710854,0.939606,49.430535,-48.490929,69.060632,0.7938,84.482284,0.967742,30,0.071429,4,0.928571,52,0.032258,1,0.882353,0.967742,0.923077,0.879746,0.962558,0.881668,0.942529,0.046215,0.953785,0.057471,0.945935,0.942529,0.943064,0.879746,0.962558,0.941236,0.938603,0.942529,0.011,0.001,0.02,0,20,0,82470,87133,12141,95.402299,55.172414,'Number of rules: 41\n',41,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,775,87,80,7,0,91.954023,8.045977,0,0.825851,0.084526,0.260292,18.454454,54.349984,81.745698,1095.416057,-1013.67036,0.939606,12.590989,-11.651383,66.318821,0.762285,81.12821,0.903226,28,0.071429,4,0.928571,52,0.096774,3,0.875,0.903226,0.888889,0.826106,0.976094,0.935472,0.91954,0.087743,0.912257,0.08046,0.92035,0.91954,0.919816,0.826106,0.976094,0.968436,0.912913,0.91954,0.009,0.011,0.01,0,10,0,67991,87133,12141,98.850575,59.195402,'Number of rules: 37\n',37,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,3,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,81,5,0,94.186047,5.813953,0,0.871026,0.070299,0.224474,15.41345,47.095073,80.249693,1089.396611,-1009.146918,0.933136,12.667402,-11.734266,67.986458,0.79054,84.718652,0.9,27,0.035714,2,0.964286,54,0.1,3,0.931034,0.9,0.915254,0.871316,0.96875,0.956084,0.94186,0.077575,0.922425,0.05814,0.941671,0.94186,0.941625,0.871316,0.96875,0.96625,0.935503,0.94186,0.01,0,0.02,0,20,0,67600,87242,12032,97.674419,57.55814,'Number of rules: 34\n',34,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,4,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,82,4,0,95.348837,4.651163,0,0.89601,0.05707,0.206111,12.512805,43.242466,80.249693,1086.699192,-1006.449499,0.933136,12.636037,-11.702901,70.304289,0.817492,87.606926,0.9,27,0.017857,1,0.982143,55,0.1,3,0.964286,0.9,0.931034,0.897223,0.972917,0.962359,0.953488,0.071346,0.928654,0.046512,0.953861,0.953488,0.953094,0.897223,0.972917,0.970569,0.947973,0.953488,0.01,0,0.01,0,10,0,81812,87242,12032,97.674419,55.232558,'Number of rules: 39\n',39,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,5,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,84,2,0,97.674419,2.325581,0,0.948005,0.035708,0.150324,7.829282,31.538418,80.249693,1078.841369,-998.591676,0.933136,12.544667,-11.611531,74.315368,0.864132,92.605174,0.933333,28,0,0,1,56,0.066667,2,1,0.933333,0.965517,0.949289,0.977083,0.971087,0.976744,0.043411,0.956589,0.023256,0.977546,0.976744,0.976547,0.949289,0.977083,0.975137,0.973987,0.976744,0.011,0,0.01,0,10,0,78495,87242,12032,98.837209,55.232558,'Number of rules: 38\n',38,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,6,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,81,5,0,94.186047,5.813953,0,0.871026,0.065299,0.221039,14.317063,46.374444,80.249693,18.843881,61.405812,0.933136,0.219115,0.714021,68.665555,0.798437,85.564882,0.9,27,0.035714,2,0.964286,54,0.1,3,0.931034,0.9,0.915254,0.871316,0.985714,0.973596,0.94186,0.077575,0.922425,0.05814,0.941671,0.94186,0.941625,0.871316,0.985714,0.985689,0.935503,0.94186,0.01,0.001,0.01,0,10,0,83749,87242,12032,100,58.72093,'Number of rules: 40\n',40,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,7,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,81,5,0,94.186047,5.813953,0,0.866873,0.068113,0.228515,14.93411,47.943053,80.249693,1090.11651,-1009.866817,0.933136,12.675773,-11.742637,68.28486,0.79401,85.090494,0.833333,25,0,0,1,56,0.166667,5,1,0.833333,0.909091,0.874658,0.968452,0.954406,0.94186,0.108527,0.891473,0.05814,0.946626,0.94186,0.94046,0.874658,0.968452,0.966073,0.933178,0.94186,0.01,0,0.01,0,10,0,70345,87242,12032,98.837209,58.72093,'Number of rules: 38\n',38,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,8,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,83,3,0,96.511628,3.488372,0,0.923804,0.051596,0.176366,11.238397,36.728562,81.117141,13.380442,67.736699,0.943223,0.155587,0.787636,72.475154,0.842734,89.346288,0.935484,29,0.018182,1,0.981818,54,0.064516,2,0.966667,0.935484,0.95082,0.924102,0.992082,0.985943,0.965116,0.047814,0.952186,0.034884,0.965144,0.965116,0.964987,0.924102,0.992082,0.992163,0.961896,0.965116,0.01,0,0,0.01,0,10,71592,87242,12032,100,58.139535,'Number of rules: 35\n',35,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,9,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,75,11,0,87.209302,12.790698,0,0.716597,0.127088,0.311187,27.681415,64.805497,81.117141,1103.652245,-1022.535104,0.943223,12.833166,-11.889943,57.859956,0.67279,71.32889,0.774194,24,0.072727,4,0.927273,51,0.225806,7,0.857143,0.774194,0.813559,0.718747,0.957185,0.911854,0.872093,0.170627,0.829373,0.127907,0.87132,0.872093,0.870539,0.718747,0.957185,0.951739,0.858107,0.872093,0.011,0.001,0.01,0,10,0,81019,87242,12032,98.837209,62.790698,'Number of rules: 40\n',40,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,3,10,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,81,5,0,94.186047,5.813953,0,0.87118,0.067225,0.241564,14.642612,50.306257,81.117141,4301.480302,-4220.363161,0.943223,50.017213,-49.07399,69.241475,0.805133,85.359856,0.870968,27,0.018182,1,0.981818,54,0.129032,4,0.964286,0.870968,0.915254,0.873794,0.93607,0.898709,0.94186,0.089075,0.910925,0.05814,0.94302,0.94186,0.941154,0.873794,0.93607,0.923109,0.935503,0.94186,0.01,0,0.02,0,20,0,74456,87242,12032,95.348837,54.069767,'Number of rules: 39\n',39,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,775,87,83,4,0,95.402299,4.597701,0,0.901193,0.057759,0.197218,12.610377,41.17999,81.745698,1084.466257,-1002.72056,0.939606,12.465129,-11.525524,71.616132,0.823174,87.608442,0.967742,30,0.053571,3,0.946429,53,0.032258,1,0.909091,0.967742,0.9375,0.902294,0.984447,0.951472,0.954023,0.039852,0.960148,0.045977,0.955687,0.954023,0.954323,0.902294,0.984447,0.976934,0.950568,0.954023,0.015,0,0.01,0,10,0,74781,87133,12141,98.850575,55.172414,'Number of rules: 37\n',37,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,775,87,83,4,0,95.402299,4.597701,0,0.89977,0.057759,0.200098,12.610377,41.781226,81.745698,2154.612366,-2072.866668,0.939606,24.765659,-23.826054,71.584219,0.822807,87.569403,0.935484,29,0.035714,2,0.964286,54,0.064516,2,0.935484,0.935484,0.935484,0.89977,0.976959,0.923886,0.954023,0.054253,0.945747,0.045977,0.954023,0.954023,0.954023,0.89977,0.976959,0.962635,0.949885,0.954023,0.009,0,0.01,0,10,0,62254,87133,12141,97.701149,55.747126,'Number of rules: 30\n',30,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,3,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,82,4,0,95.348837,4.651163,0,0.900521,0.076274,0.198767,16.613509,41.393673,81.117141,16.293913,64.823228,0.943223,0.189464,0.753758,68.60837,0.797772,84.579374,0.967742,30,0.054545,3,0.945455,52,0.032258,1,0.909091,0.967742,0.9375,0.901637,0.982111,0.966868,0.953488,0.040292,0.959708,0.046512,0.955164,0.953488,0.953784,0.901637,0.982111,0.981041,0.950231,0.953488,0.011,0,0.01,0,10,0,87801,87242,12032,100,63.953488,'Number of rules: 41\n',41,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,4,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,82,4,0,95.348837,4.651163,0,0.89768,0.061393,0.206815,13.372311,43.069742,81.117141,18.741279,62.375862,0.943223,0.217922,0.725301,70.622082,0.821187,87.061848,0.903226,28,0.018182,1,0.981818,54,0.096774,3,0.965517,0.903226,0.933333,0.898857,0.977713,0.96707,0.953488,0.068444,0.931556,0.046512,0.95391,0.953488,0.953128,0.898857,0.977713,0.977693,0.94881,0.953488,0.01,0,0.01,0,10,0,72447,87242,12032,96.511628,54.651163,'Number of rules: 36\n',36,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,5,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,78,8,0,90.697674,9.302326,0,0.79536,0.095003,0.273696,20.692901,56.997841,81.117141,1097.555623,-1016.438482,0.943223,12.762275,-11.819052,63.84253,0.742355,78.704117,0.83871,26,0.054545,3,0.945455,52,0.16129,5,0.896552,0.83871,0.866667,0.796403,0.971554,0.932483,0.906977,0.122813,0.877187,0.093023,0.906611,0.906977,0.906257,0.796403,0.971554,0.965526,0.897619,0.906977,0.01,0.001,0,0,0,0,86292,87242,12032,98.837209,59.302326,'Number of rules: 41\n',41,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,6,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,78,8,0,90.697674,9.302326,0,0.792019,0.11667,0.281832,25.580629,59.128963,80.249693,31.098371,49.151322,0.933136,0.361609,0.571527,60.001794,0.697695,74.768876,0.833333,25,0.053571,3,0.946429,53,0.166667,5,0.892857,0.833333,0.862069,0.793092,0.957143,0.927395,0.906977,0.127215,0.872785,0.093023,0.90649,0.906977,0.906189,0.793092,0.957143,0.95658,0.895947,0.906977,0.009,0.001,0.01,0,10,0,75816,87242,12032,100,66.860465,'Number of rules: 39\n',39,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,7,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,77,9,0,89.534884,10.465116,0,0.764168,0.110669,0.30088,24.2648,63.125333,80.249693,2173.455747,-2093.206054,0.933136,25.272741,-24.339605,60.325105,0.701455,75.171758,0.8,24,0.053571,3,0.946429,53,0.2,6,0.888889,0.8,0.842105,0.76654,0.952083,0.904015,0.895349,0.14892,0.85108,0.104651,0.89502,0.895349,0.89396,0.76654,0.952083,0.941415,0.881922,0.895349,0.009,0.001,0.01,0,10,0,77871,87242,12032,97.674419,61.627907,'Number of rules: 39\n',39,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,8,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,81,5,0,94.186047,5.813953,0,0.871026,0.082012,0.226218,17.981513,47.461164,80.249693,1090.073553,-1009.823861,0.933136,12.675274,-11.742138,66.375303,0.771806,82.710975,0.9,27,0.035714,2,0.964286,54,0.1,3,0.931034,0.9,0.915254,0.871316,0.972321,0.928163,0.94186,0.077575,0.922425,0.05814,0.941671,0.94186,0.941625,0.871316,0.972321,0.964634,0.935503,0.94186,0.011,0.001,0.01,0,10,0,91133,87242,12032,98.837209,63.953488,'Number of rules: 46\n',46,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,9,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,83,3,0,96.511628,3.488372,0,0.923804,0.056279,0.178114,12.339451,37.368748,80.249693,12.666934,67.582759,0.933136,0.14729,0.785846,70.853623,0.823879,88.291457,0.966667,29,0.035714,2,0.964286,54,0.033333,1,0.935484,0.966667,0.95082,0.924102,0.991667,0.983724,0.965116,0.034164,0.965836,0.034884,0.965655,0.965116,0.965245,0.924102,0.991667,0.991419,0.961896,0.965116,0.01,0,0.01,0,10,0,83814,87242,12032,100,59.883721,'Number of rules: 44\n',44,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,4,10,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,79,7,0,91.860465,8.139535,0,0.827507,0.088649,0.252875,19.436846,53.053811,80.249693,1092.520016,-1012.270323,0.933136,12.703721,-11.770585,64.387569,0.748693,80.234038,0.966667,29,0.107143,6,0.892857,50,0.033333,1,0.828571,0.966667,0.892308,0.833861,0.971726,0.958264,0.918605,0.059081,0.940919,0.081395,0.927431,0.918605,0.919833,0.833861,0.971726,0.967807,0.913444,0.918605,0.024,0,0.01,0,10,0,82691,87242,12032,98.837209,59.302326,'Number of rules: 43\n',43,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,775,87,80,7,0,91.954023,8.045977,0,0.818046,0.09637,0.259929,21.040462,54.274194,81.745698,1097.438342,-1015.692644,0.939606,12.614234,-11.674628,64.794916,0.744769,79.264008,0.806452,25,0.017857,1,0.982143,55,0.193548,6,0.961538,0.806452,0.877193,0.825044,0.961118,0.913932,0.91954,0.130946,0.869054,0.08046,0.922983,0.91954,0.917731,0.825044,0.961118,0.952794,0.908682,0.91954,0.014,0,0.02,0,20,0,81011,87133,12141,97.701149,63.218391,'Number of rules: 41\n',41,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,775,87,80,7,0,91.954023,8.045977,0,0.820724,0.101223,0.275908,22.099977,57.610685,81.745698,2170.296262,-2088.550565,0.939606,24.945934,-24.006328,63.942553,0.734972,78.221308,0.83871,26,0.035714,2,0.964286,54,0.16129,5,0.928571,0.83871,0.881356,0.823157,0.953341,0.902985,0.91954,0.116545,0.883455,0.08046,0.919999,0.91954,0.918544,0.823157,0.953341,0.94192,0.910243,0.91954,0.01,0,0.01,0,10,0,73637,87133,12141,96.551724,60.91954,'Number of rules: 35\n',35,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,3,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,76,10,0,88.372093,11.627907,0,0.740495,0.125141,0.307405,27.257333,64.017812,81.117141,2174.57542,-2093.458279,0.943223,25.285761,-24.342538,58.679859,0.682324,72.339654,0.774194,24,0.054545,3,0.945455,52,0.225806,7,0.888889,0.774194,0.827586,0.744517,0.932845,0.916677,0.883721,0.164073,0.835927,0.116279,0.884071,0.883721,0.881751,0.744517,0.932845,0.930782,0.869933,0.883721,0.011,0,0.01,0,10,0,86869,87242,12032,97.674419,62.790698,'Number of rules: 42\n',42,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,4,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,78,8,0,90.697674,9.302326,0,0.801041,0.093959,0.273479,20.465636,56.952577,81.117141,2165.741433,-2084.624291,0.943223,25.18304,-24.239817,63.951307,0.74362,78.838217,0.903226,28,0.090909,5,0.909091,50,0.096774,3,0.848485,0.903226,0.875,0.802034,0.959824,0.925468,0.906977,0.09466,0.90534,0.093023,0.909184,0.906977,0.907569,0.802034,0.959824,0.951294,0.900463,0.906977,0.011,0,0.01,0,10,0,88259,87242,12032,97.674419,57.55814,'Number of rules: 42\n',42,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,5,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,73,13,0,84.883721,15.116279,0,0.67892,0.160293,0.354548,34.913958,73.83544,81.117141,4324.376214,-4243.259073,0.943223,50.283444,-49.340222,52.156754,0.606474,64.298068,0.83871,26,0.145455,8,0.854545,47,0.16129,5,0.764706,0.83871,0.8,0.680792,0.920235,0.79885,0.848837,0.155582,0.844418,0.151163,0.853691,0.848837,0.850206,0.680792,0.920235,0.899131,0.839252,0.848837,0.013,0,0.01,0,10,0,107323,87242,12032,95.348837,63.372093,'Number of rules: 53\n',53,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,6,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,84,2,0,97.674419,2.325581,0,0.948005,0.029846,0.13711,6.543878,28.766057,80.249693,7.20218,73.047513,0.933136,0.083746,0.84939,75.115072,0.873431,93.601694,0.933333,28,0,0,1,56,0.066667,2,1,0.933333,0.965517,0.949289,0.999107,0.997917,0.976744,0.043411,0.956589,0.023256,0.977546,0.976744,0.976547,0.949289,0.999107,0.998862,0.973987,0.976744,0.011,0,0.01,0,10,0,75507,87242,12032,100,56.395349,'Number of rules: 38\n',38,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,7,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,82,4,0,95.348837,4.651163,0,0.897619,0.07787,0.206332,17.073356,43.288943,80.249693,17.109053,63.14064,0.933136,0.198942,0.734193,67.398568,0.783704,83.986076,0.933333,28,0.035714,2,0.964286,54,0.066667,2,0.933333,0.933333,0.933333,0.897619,0.977679,0.95548,0.953488,0.055869,0.944131,0.046512,0.953488,0.953488,0.953488,0.897619,0.977679,0.977068,0.94881,0.953488,0.012,0,0.01,0,10,0,84648,87242,12032,100,62.790698,'Number of rules: 44\n',44,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,8,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,76,10,0,88.372093,11.627907,0,0.740024,0.133207,0.322569,29.206327,67.675806,80.249693,2181.309771,-2101.060078,0.933136,25.364067,-24.430931,56.646772,0.658683,70.588148,0.8,24,0.071429,4,0.928571,52,0.2,6,0.857143,0.8,0.827586,0.741027,0.932143,0.863775,0.883721,0.15515,0.84485,0.116279,0.882804,0.883721,0.882736,0.741027,0.932143,0.92112,0.869933,0.883721,0.011,0,0.02,0,20,0,85003,87242,12032,91.860465,57.55814,'Number of rules: 42\n',42,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,9,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,79,7,0,91.860465,8.139535,0,0.822209,0.106674,0.275002,23.388815,57.696097,80.249693,3238.060002,-3157.810309,0.933136,37.65186,-36.718725,61.77874,0.718357,76.983148,0.9,27,0.071429,4,0.928571,52,0.1,3,0.870968,0.9,0.885246,0.822474,0.950595,0.851995,0.918605,0.090033,0.909967,0.081395,0.919471,0.918605,0.918905,0.822474,0.950595,0.9316,0.911091,0.918605,0.011,0,0.01,0,10,0,90329,87242,12032,96.511628,62.209302,'Number of rules: 46\n',46,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,5,10,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,776,86,80,6,0,93.023256,6.976744,0,0.846429,0.089423,0.24005,19.606523,50.363128,80.249693,22.712593,57.537099,0.933136,0.2641,0.669036,64.863867,0.754231,80.827558,0.9,27,0.053571,3,0.946429,53,0.1,3,0.9,0.9,0.9,0.846429,0.980952,0.963651,0.930233,0.083804,0.916196,0.069767,0.930233,0.930233,0.930233,0.846429,0.980952,0.979641,0.923214,0.930233,0.011,0,0.01,0,10,0,81683,87242,12032,100,64.534884,'Number of rules: 39\n',39,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,6,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,775,87,83,4,0,95.402299,4.597701,0,0.89977,0.0544,0.196442,11.87709,41.01791,81.745698,1084.692302,-1002.946605,0.939606,12.467728,-11.528122,72.106274,0.828808,88.208036,0.935484,29,0.035714,2,0.964286,54,0.064516,2,0.935484,0.935484,0.935484,0.89977,0.984735,0.95415,0.954023,0.054253,0.945747,0.045977,0.954023,0.954023,0.954023,0.89977,0.984735,0.977458,0.949885,0.954023,0.011,0,0.01,0,10,0,83552,87133,12141,98.850575,57.471264,'Number of rules: 41\n',41,?,?,?
tic-tac-toe-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0-V,6,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20220305.1256,775,87,78,9,0,89.655172,10.344828,0,0.766059,0.117926,0.286279,25.74656,59.776217,81.745698,2170.571966,-2088.826269,0.939606,24.949103,-24.009497,60.643266,0.697049,74.185269,0.774194,24,0.035714,2,0.964286,54,0.225806,7,0.923077,0.774194,0.842105,0.772612,0.940668,0.918094,0.896552,0.158072,0.841928,0.103448,0.898726,0.896552,0.894225,0.772612,0.940668,0.936305,0.882591,0.896552,0.011,0,0.02,0,20,0,82399,87133,12141,97.701149,63.793103,'Number of rules: 40\n',40,?,?,?
